Media Title,Media Link,Description,Author,Module Category,Media Type,Media Topics Covered,Language
R Ladies Global,https://rladies.org/,"As a diversity initiative, the mission of R-Ladies is to achieve proportionate representation by encouraging, inspiring, and empowering people of genders currently underrepresented in the R community.",R Ladies Global,Network & Explore,"Career Resources,Group",Data Science Careers,English
R Programming for Beginners,https://www.youtube.com/watch?v=BvKETZ6kr9Q,R programming tutorial with everything you need to know to start coding in RStats and RStudio. All the basics and fundamentals for non-coders and beginners in R programming! This is the perfect first step in your journey to master Data Science.,R Programming - DDS,Learn & Teach,"Video,Course","R,Coding",English
"R Project for Statistical Computing
",https://www.r-project.org/,"R is a free software environment for statistical computing and graphics. It compiles and runs on a wide variety of UNIX platforms, Windows and MacOS.",The R Foundation,Learn & Teach,"Tutorial,Data Science Challenge / Project","Coding,R",English
R Tutorial,https://www.tutorialspoint.com/r/index.htm,"R is a programming language and software environment for statistical analysis, graphics representation and reporting. R was created by Ross Ihaka and Robert Gentleman at the University of Auckland, New Zealand, and is currently developed by the R Development Core Team. R is freely available under the GNU General Public License, and pre-compiled binary versions are provided for various operating systems like Linux, Windows and Mac. This programming language was named R, based on the first letter of first name of the two R authors (Robert Gentleman and Ross Ihaka), and partly a play on the name of the Bell Labs Language S.",TutorialsPoint,Learn & Teach,Article or Journal,R,English
Random Forest con Python,https://www.cienciadedatos.net/documentos/py08_random_forest_python.html,Tutorial sobre modelos de cómo crear modelos de árbol con Python y Scikit-learn,JOAQUÍN AMAT RODRIGO,Research & Practice,"Research Guide,Tutorial","Machine Learning,Python",Spanish
Rapid Response Data Science: Joint Session of the Academic Data Science Alliance Annual Meeting and Data Science Leadership Discussion,https://academicdatascience.org/programs-and-communities/rapidresponse-datascience,"Discussing the impacts of data on the analysis of health related topics, focusing on COVID-19.",Academic Data Science Alliance (ADSA),Research & Practice,Article or Journal,"Public Health,COVID",English
Reactome Pathway Dataset,https://reactome.org,"REACTOME is an open-source, open access, manually curated and peer-reviewed pathway database. ",Reactome,Research & Practice,"Dataset,Research Guide",Data Modeling,English
Reactome Pathway Knowledgebase Paper,https://academic.oup.com/nar/article/50/D1/D687/6426058,"The Reactome Knowledgebase, an Elixir core resource, provides manually curated molecular details across a broad range of physiological and pathological biological processes in humans, including both hereditary and acquired disease processes.","Marc Gillespie,Reactome",Research & Practice,Article or Journal,Research Tools,English
Recommended Practice for Provenance of Indigenous Peoples' Data,https://standards.ieee.org/ieee/2890/10318/,This recommended practice details the rules by which the provenance of Indigenous Peoples' data should be described and recorded. ,IEEE,Network & Explore,Group,Data Science for Good,English
Reconocimiento facial con deep learning y python,https://www.cienciadedatos.net/documentos/py34-reconocimiento-facial-deeplearning-python.html,Ejemplo de cómo reconocer e identificar personas en imágenes y video con deep learning y Python.,JOAQUÍN AMAT RODRIGO,Research & Practice,Data Science Challenge / Project,"Deep Learning,Python",Spanish
Redes Neuronales con Python,https://www.cienciadedatos.net/documentos/py35-redes-neuronales-python.html,Teoría y ejemplos de cómo crear modelos de redes neuronales con python,JOAQUÍN AMAT RODRIGO,Research & Practice,"Research Guide,Tutorial","Machine Learning,Python",Spanish
Registry of Open Datasets on Amazon Web Services (AWS),http://aws.amazon.com/datasets/,"Amazon provides a range of open source data hosted on their S3 storage. The data is free, though processing charges are applied for computer processing on their EWS platforms.",Amazon,Research & Practice,Dataset,"Data Analysis,Data Modeling,Data Visualization,Python",English
Regresion con Scikit Learn,https://joserzapata.github.io/courses/python-ciencia-datos/regresion/,Aprenda sobre regresión y análisis univariante a través de Python,Jose R. Zapata,Research & Practice,"Research Guide,Tutorial","Python,Data Analysis",Spanish
Regresión cuantílica: intervalos de predicción con Random Forest Python,https://www.cienciadedatos.net/documentos/py15-intervalos-prediccion-random-forest-python.html,Teoría y ejemplos prácticos de cómo calcular intervalos de predicción con Random Forest en python,JOAQUÍN AMAT RODRIGO,Research & Practice,"Research Guide,Tutorial","Machine Learning,Python",Spanish
Regresión lineal con Python,https://www.cienciadedatos.net/documentos/py10-regresion-lineal-python.html,"Obtenga información sobre la regresión lineal, un método estadístico que intenta modelar la relación entre una variable continua y una o más variables independientes ajustando una ecuación lineal.",JOAQUÍN AMAT RODRIGO,Research & Practice,"Research Guide,Tutorial","Machine Learning,Python",Spanish
Regresión Lineal Múltiple en R,https://www.cienciadedatos.net/documentos/25_regresion_lineal_multiple,Tutorial sobre modelos de regresión lineal múltiple.,JOAQUÍN AMAT RODRIGO,Research & Practice,Research Guide,"Machine Learning,R",Spanish
Regresión logística con Python,https://www.cienciadedatos.net/documentos/py17-regresion-logistica-python.html,"Conozca la regresión logística, un método estadístico que trata de modelar la probabilidad de una variable cualitativa binaria (dos valores posibles) en función de una o más variables independientes. La principal aplicación de la regresión logística es la creación de modelos de clasificación binaria.",JOAQUÍN AMAT RODRIGO,Research & Practice,"Research Guide,Tutorial","Machine Learning,Python",Spanish
Regresión logística en R,https://www.cienciadedatos.net/documentos/27_regresion_logistica_simple_y_multiple,Creación de modelos de clasificación mediante regresión logística con R.,Joaquin Dopazo,Learn & Teach,"Research Guide,Tutorial","Machine Learning,R",Spanish
"Regularización Ridge, Lasso y
Elastic Net con Python",https://www.cienciadedatos.net/documentos/py14-ridge-lasso-elastic-net-python.html,"Tutorial sobre cómo aplicar la regularización de Ridge, Lasso y Elastic Net a modelos lineales con Python y Scikit-learn",JOAQUÍN AMAT RODRIGO,Research & Practice,"Tutorial,Research Guide","Machine Learning,Python",Spanish
"Regularization in Machine Learning
",https://towardsdatascience.com/regularization-in-machine-learning-76441ddcf99a,"One of the major aspects of training your machine learning model is avoiding overfitting. The model will have a low accuracy if it is overfitting. This happens because your model is trying too hard to capture the noise in your training dataset. By noise we mean the data points that don’t really represent the true properties of your data, but random chance. Learning such data points, makes your model more flexible, at the risk of overfitting.

",Prashant Gupta,Learn & Teach,Article or Journal,Regularization,English
Research & Training Center on Disability in Rural Communities,https://www.umt.edu/rural-institute/rtc/focus-areas/large-data-analyses/default.php,"The RTC:Rural uses a wide variety of data from large public datasets to help answer questions about the disability experience in rural and urban locations. Most data are at the county level, which allows for comparison between metro, micro and noncore counties across the U.S.",University of Montana,Research & Practice,Research Guide,"Diversity,Accessibility & Data Science,Rural Populations",English
Research Data Alliance (RDA) COVID-19 Working Group,https://www.rd-alliance.org/groups/rda-covid19,"With over 10,000 members from 145 countries, RDA provides a neutral space where its members can come together to develop and adopt infrastructure that promotes data-sharing and data-driven research",Research Data Alliance,Network & Explore,Group,"COVID,Public Health",English
Resources to Teach and Learn Data in High School,https://www.mastersindatascience.org/resources/resources-teach-learn-data-science-high-school/,"Llearn how teachers can incorporate data science into their classrooms, and how students can learn at home and what kinds of resources are available.

","""2U, Inc.""",Learn & Teach,Curriculum,Data Science Basics,English
Robot Brains Podcast,https://www.therobotbrains.ai/,Robotics and AI Podcast with Pieter Abbeel,Pieter Abbeel,Research & Practice,Podcast,"Machine Learning,AI,Cybersecurity & Privacy,Cities",English
Rural Data Portal,https://ruraldataportal.org/aboutdata.aspx,"Gather and analyze data on rural areas, urban neighborhoods, census tracts, block groups, and population groups.",The Rural Data Portal,Research & Practice,Dataset,Rural Populations,English
Russia COVID-19 Dataset,https://www.statista.com/statistics/1102935/coronavirus-cases-by-region-in-russia/,"This dataset is about Coronavirus (COVID-19) confirmed cases, new cases, recoveries, and deaths in Russia.",Statista,Research & Practice,Dataset,"COVID,Public Health",English
SafeGraph COVID-19 Data Consortium,https://www.safegraph.com/covid-19-data-consortium?is=5e95f848ad1cf55efa4b30e3,"SafeGraph’s datasets include over 19 million consumer points-of-Interest (POI) globally, which includes business listing information (like phone number, business category, open hours) and POI location info (lat/long, physical address, and building footprint).",SafeGraph,Research & Practice,Dataset,"COVID,Public Health",English
Sample Resumes,https://www.careereducation.columbia.edu/resources/sample-resumes,Look through these sample resume to get an idea of what to include in your letter.,Columbia University,Network & Explore,Career Resources,Data Science Careers,English
SARS-CoV-2 Variants in the EU/EEA,https://www.ecdc.europa.eu/en/publications-data/data-virus-variants-covid-19-eueea,Data on SARS-CoV-2 variants in the EU/EEA: the number and percentage distribution of variants of concern (VOC) by week and country.,European Centre for Disease Prevention and Control,Research & Practice,Dataset,COVID,English
SAS Graphics Accelerator Browser Plugin,https://support.sas.com/software/products/graphics-accelerator/index.html,"SAS Graphics Accelerator enables users with visual impairments or blindness to create, explore, and share data visualizations. It supports alternative presentations of data visualizations that include enhanced visual rendering, text descriptions, tabular data, and interactive sonification. Sonification uses non-speech audio to convey important information about the graph.

",SAS Analytics,Learn & Teach,Accessibility Resources,"Accessibility & Data Science,Diversity",English
Scaled Machine Learning Conference Videos,https://www.youtube.com/playlist?list=PLRM2gQVaW_wWXoUnSfZTxpgDmNaAS1RtG,The 4th Annual Scaled Machine Learning Conference,Matroid,Learn & Teach,"Video,Course",Machine Learning,English
Sci-Kit Learn,https://scikit-learn.org/stable/getting_started.html,"The purpose of this guide is to illustrate some of the main features that scikit-learn provides. It assumes a very basic working knowledge of machine learning practices (model fitting, predicting, cross-validation, etc.).  Scikit-learn is an open source machine learning library that supports supervised and unsupervised learning. It also provides various tools for model fitting, data preprocessing, model selection, model evaluation, and many other utilities.",SciKit Learn,Learn & Teach,Tutorial,"Coding,Python,Machine Learning",English
Sci-Kit Learn High Level Overview,https://scikit-learn.org/stable/getting_started.html,"The purpose of this guide is to illustrate some of the main features that scikit-learn provides. It assumes a very basic working knowledge of machine learning practices (model fitting, predicting, cross-validation, etc.). Please refer to our installation instructions for installing scikit-learn.",SciKit Learn,Learn & Teach,Tutorial,"Sci-Kit,Python",English
Science Resources for Students with Visual Impairments,https://www.iesbvi.org/educator-resources/science/,Resources are available to help educators prepare for a student with visual impairment in the science classroom. ,Iowa Educational Services for the Blind and Visually Impaired,Learn & Teach,"Curriculum,Article or Journal,Accessibility Resources","Diversity,Accessibility & Data Science",English
Science|Business LIVE BLOG: R&D response to COVID-19 pandemic,https://sciencebusiness.net/live-blog/live-blog-rd-response-covid-19-pandemic,"Follow this live blog for the latest updates on how the crisis is impacting research and innovation, and what governments, funders, companies, universities, associations and scientists are doing to stop or cope with the pandemic.",Science Business,Research & Practice,Article or Journal,"COVID,Public Health",English
Scientific Computing with Python,https://www.freecodecamp.org/learn/scientific-computing-with-python/,"This beginner level course by freeCodeCamp starts with teaching Python fundamentals like variables, loops, conditionals, and functions. Further in the course you would indulge in complex data structures, networking, relational databases, and data visualization, all of which are necessary Data Science skills.",FreeCodeCamp,Learn & Teach,Course,"Python,Coding",English
Scientific Foundation Ireland COVID-19 Datasets and Research Resources,https://www.sfi.ie/covid-19/information-sources/,"Find expert, curated information for the research and health community on COVID-19.",Science Foundation Ireland,Research & Practice,Dataset,"COVID,Public Health",English
SciSight: A Visualization Tool for COVID-19,https://coviz.apps.allenai.org/,"SciSight is a tool for exploring the evolving network of science in the COVID-19 Open Research Dataset, from Semantic Scholar at the Allen Institute for AI.",Allen Institute for AI,Research & Practice,Dataset,"COVID,Public Health,Data Visualization",English
Searching Algorithms,https://www.geeksforgeeks.org/searching-algorithms/,Learn how to develop and compare searching algorithms with Geeks for Geeks,Geeks for Geeks,Learn & Teach,Article or Journal,Algorithms,English
"Sentiment Analysis: A Definitive Guide
",https://monkeylearn.com/sentiment-analysis/,"Sentiment analysis (or opinion mining) is a natural language processing (NLP) technique used to determine whether data is positive, negative or neutral. Sentiment analysis is often performed on textual data to help businesses monitor brand and product sentiment in customer feedback, and understand customer needs.",Monkey Learn,Learn & Teach,Article or Journal,"Natural Language Processing (NLP),Sentiment Analysis",English
"Sentiment Analysis: Concept, Analysis and Applications
",https://towardsdatascience.com/sentiment-analysis-concept-analysis-and-applications-6c94d6f58c17,"Sentiment analysis is contextual mining of text which identifies and extracts subjective information in source material, and helping a business to understand the social sentiment of their brand, product or service while monitoring online conversations. However, analysis of social media streams is usually restricted to just basic sentiment analysis and count based metrics. This is akin to just scratching the surface and missing out on those high value insights that are waiting to be discovered. So what should a brand do to capture that low hanging fruit?",Shashank Gupta,Learn & Teach,Article or Journal,"Natural Language Processing (NLP),Sentiment Analysis",English
SHPE Out Loud Podcast,https://anchor.fm/shpe/episodes/SHPE-Out-Loud-e1mjqs0,SHPE Out Loud is a leadership podcast that guides young professional Hispanics working in STEM by creating a community that provides support and a sense of belonging.,Society of Hispanic Professional Engineers (SHPE),Network & Explore,"Career Resources,Podcast","Data Science Careers,Diversity,Data Science Basics",English
Simple Guide to Logistic Regression in R and Python,https://www.analyticsvidhya.com/blog/2015/11/beginners-guide-on-logistic-regression-in-r/,Every machine learning algorithm works best under a given set of conditions. Making sure your algorithm fits the assumptions/requirements ensures superior performance. You can’t use any algorithm in any condition. For example: Have you ever tried using linear regression on a categorical dependent variable? Don’t even try! Because you won’t be appreciated for getting extremely low values of adjusted R_ and F statistic.,Analytics Vidhya,Learn & Teach,Article or Journal,Logistic Regression,English
Sistema de recomendación de vinos con transfer learning y búsqueda semántica,https://www.cienciadedatos.net/documentos/py33-recomendaciones-busqueda-semantica.html,"Ejemplo de cómo generar recomendaciones de productos con transfer learning, búsqueda semántica y Python.",JOAQUÍN AMAT RODRIGO,Research & Practice,Data Science Challenge / Project,"Python,Machine Learning",Spanish
Sistemas de recomendación con R,https://www.cienciadedatos.net/documentos/39_sistemas_de_recomendacion_con_r,Tutorial sobre sistemas de recomendación y su implementación en lenguaje R.,JOAQUÍN AMAT RODRIGO,Research & Practice,Data Science Challenge / Project,"Machine Learning,R",Spanish
Slow Reveal Graphs,https://slowrevealgraphs.com/,Slow Reveal Graph is an instructional routine that promotes sensemaking about data.  This highly engaging routine uses scaffolded visuals and discourse to help students (in K-12 and beyond) make sense of data.,Jenna Laib,Learn & Teach,"Curriculum,Tutorial","Data Science Basics,Data Visualization",English
So you want to teach your physics students some data science?,https://www.caseyeberger.com/data-science-for-physicists.html,"There are lots of resources to help you teach your physics students data science. Casey E. Berger has assembled a handy guide that should help walk you through this process, whether you're just hearing the words ""Python programming language"" for the first time or a seasoned pro.
",Casey E. Berger,Learn & Teach,Curriculum,Data Science Basics,English
Societal Experts Action Network (SEAN) COVID-19 Survey Archive,https://covid-19.parc.us.com/client/index.html#/,"This searchable, open-access archive houses probability-based surveys on the COVID-19 pandemic conducted in the United States and internationally. ",Societal Experts Action Network (SEAN),Research & Practice,Dataset,"COVID,Public Health",English
"Societies and Groups for Analytics, Data Mining, Data Science, and Knowledge Discovery",https://www.kdnuggets.com/websites/societies.html,"SIGKDD, ACM Special Interest Group on Knowledge Discovery in Data and Data Mining is the leading professional society for Knowledge Discovery, Data Mining, and Data Science",KDNuggets,Network & Explore,"Group,Career Resources",Data Science Careers,English
Society for the Advancement of Chicanos / Hispanics and Native Americans in Science (SACNAS),https://www.sacnas.org/,SACNAS has taken a radical approach to lead with culture and identity as the means to achieve true diversity in STEM.,Society for the Advancement of Chicanos / Hispanics and Native Americans in Science (SACNAS),Network & Explore,"Career Resources,Group","Data Science Careers,Diversity",English
Society of Hispanic Professional Engineers (SHPE),www.shpe.org,SHPE is the nation’s largest association dedicated to fostering Hispanic leadership in the STEM field.,Society of Hispanic Professional Engineers (SHPE),Network & Explore,"Career Resources,Group","Diversity,Data Science Careers",English
Socioeconomic Data and Applications Center,https://sedac.ciesin.columbia.edu/,"SEDAC, the Socioeconomic Data and Applications Center, is one of the Distributed Active Archive Centers (DAACs) in the Earth Observing System Data and Information System (EOSDIS) of the U.S. National Aeronautics and Space Administration. Focusing on human interactions in the environment, SEDAC has as its mission to develop and operate applications that support the integration of socioeconomic and earth science data and to serve as an ""Information Gateway"" between earth sciences and social sciences.","Socioeconomic Data and Applications Center,National Aeronautics and Space Administration (NASA)",Research & Practice,Group,"Space,Climate Change & Environment,Diversity,Ethics & Bias",English
Socioeconomic Factors Analysis for COVID-19 US Reopening Sentiment with Twitter and Census Data,https://pubmed.ncbi.nlm.nih.gov/33585707/,"This study attempts to explore the factors associated with positive and negative sentiments of the people about reopening the economy, in the United States (US) amidst the COVID-19 global crisis. It takes into consideration the situational uncertainties (i.e., changes in work and travel patterns due to lockdown policies), economic downturn and associated trauma, and emotional factors such as depression.",NIH,Research & Practice,Article or Journal,"COVID,Public Health",English
Software Carpentry,https://software-carpentry.org/lessons/,"Obtenga información sobre el shell de Unix, el control de versiones con Git y la programación en Python o R. Muchas lecciones están disponibles en inglés y español.",Software Carpentry,Learn & Teach,"Tutorial,Course","Coding,Python,R","English,Spanish"
Software Metadata Extraction Framework (SOMEF) GitHub,https://github.com/KnowledgeCaptureAndDiscovery/somef,Software Metadata Extraction Framework is a tool for automatically extracting relevant software information from readme files.,"Daniel Garijo,Allen Mao,Miguel Ángel García Delgado,Haripriya Dharmala,Vedant Diwanji,Jiaying Wang,Aidan Kelley,Jenifer Tabita Ciuciu-Kiss",Learn & Teach,Use Case,Data Science Basics,English
Solved end-to-end Data Science Projects in Banking and Finance,https://www.projectpro.io/projects/data-science-projects/data-science-in-finance,Get ready to use Data Science Projects in Banking and Finance for solving real-world business problems,Project Pro,Learn & Teach,Data Science Challenge / Project,Finance,English
Somos IA (Vol 1) ¿Qué es la IA?t,https://dataresponsibly.github.io/we-are-ai/comics/vol1_es.pdf,"Aprenda sobre la ética y la equidad de los datos en esta sofisticada serie de cómics virtuales del Framework for Integrative Equity Systems Institute. Disponibles en inglés, español, portugués y francés, estos cómics virtuales exploran cuestiones de equidad en los sistemas de ciencia de datos.","""Data, Responsibly""",Learn & Teach,Comic Book,Data Science Basics,Spanish
Somos IA (Vol 2) Aprender de los datos,https://dataresponsibly.github.io/we-are-ai/comics/vol2_es.pdf,"Aprenda sobre la ética y la equidad de los datos en esta sofisticada serie de cómics virtuales del Framework for Integrative Equity Systems Institute. Disponibles en inglés, español, portugués y francés, estos cómics virtuales exploran cuestiones de equidad en los sistemas de ciencia de datos.","""Data, Responsibly""",Learn & Teach,Comic Book,Data Science Basics,Spanish
"Somos IA (Vol 3) ¿Quién vive, quién muere, quién decide? so",https://dataresponsibly.github.io/we-are-ai/comics/vol3_es.pdf,"Aprenda sobre la ética y la equidad de los datos en esta sofisticada serie de cómics virtuales del Framework for Integrative Equity Systems Institute. Disponibles en inglés, español, portugués y francés, estos cómics virtuales exploran cuestiones de equidad en los sistemas de ciencia de datos.","""Data, Responsibly""",Learn & Teach,Comic Book,Data Science Basics,Spanish
Somos IA (Vol 4) Todo Sobre el Sesgo,https://dataresponsibly.github.io/we-are-ai/comics/vol4_es.pdf,"Aprenda sobre la ética y la equidad de los datos en esta sofisticada serie de cómics virtuales del Framework for Integrative Equity Systems Institute. Disponibles en inglés, español, portugués y francés, estos cómics virtuales exploran cuestiones de equidad en los sistemas de ciencia de datos.","""Data, Responsibly""",Learn & Teach,Comic Book,Data Science Basics,Spanish
Somos IA (Vol 5) Somos IA,https://dataresponsibly.github.io/we-are-ai/comics/vol5_es.pdf,"Aprenda sobre la ética y la equidad de los datos en esta sofisticada serie de cómics virtuales del Framework for Integrative Equity Systems Institute. Disponibles en inglés, español, portugués y francés, estos cómics virtuales exploran cuestiones de equidad en los sistemas de ciencia de datos.","""Data, Responsibly""",Learn & Teach,Comic Book,Data Science Basics,Spanish
Sonar Global,https://www.sonar-global.eu/about/,"All Sonar-Global partners work in the field of “infectious threats”. Through this platform, Sonar-Global creates a critical mass of social scientists with whom we can share experiences, tools, models and curricula. ",Sonar Global,Research & Practice,Group,"COVID,Public Health",English
Sorting Algorithms,https://www.geeksforgeeks.org/sorting-algorithms/,Learn to identify and sort algorithms with Geeks for Geeks,Geeks for Geeks,Learn & Teach,Article or Journal,Algorithms,English
South Korea COVID-19 Dataset,https://www.kaggle.com/kimjihoo/coronavirusdataset,COVID-19 datasets from the KCDC (Korea Centers for Disease Control & Prevention). ,"Kaggle,Datartist",Research & Practice,"Dataset,Data Science Challenge / Project","COVID,Public Health",English
SPARC Europe Coronavirus Open Access Scientific Resources,https://sparceurope.org/coronaopensciencereadsandusecases/,"For those wanting to read about how Open Science leaders and thinkers consider how Open Science is serving to help solve the COVID-19 pandemic and what more needs to be done, the Open Access to research section is for you.",SPARC Europe,Research & Practice,Dataset,"COVID,Bioinformatics",English
Spark vs Hadoop MapReduce,https://www.integrate.io/blog/apache-spark-vs-hadoop-mapreduce/,"Apache Spark and Hadoop MapReduce are two popular big data processing frameworks used in the industry. Both of these frameworks have the capability to handle large-scale data processing, but they differ in terms of their architecture and design.",Donal Tobin,Learn & Teach,Article or Journal,Spark,English
"Speech Automated Examination for Visually Impaired Students
",https://ieeexplore.ieee.org/document/9074847,"A huge opportunity for scribe automation is to design a system specifically to support visually impaired and blind students in the process of achieving high levels of independence while attending examinations, by automating their exam-taking process. The ability of students to control and independently answer questions through voice helps reduce their reliance on human assistance.",IEEE,Learn & Teach,"Article or Journal,Accessibility Resources",Accessibility & Data Science,English
Splunk Cloud Trial,https://www.splunk.com/en_us/download/get-started-with-your-free-trial.html,"Get all the benefits of Splunk, deployed in a secure, reliable and scalable service.",Splunk,Learn & Teach,Tutorial,Splunk,English
Splunk Developer Program,https://dev.splunk.com/?_ga=2.59905130.611502168.1598893749-190830518.1518030052,"Deliver apps and integrations that bring new kinds of data into the Splunk platform and deliver data-based insights which enable users to investigate, monitor, analyze, and make better decisions. Use Splunk Enterprise free for six months while you develop your app with their powerful Software Development Kits and helpful online documentation.",Splunk,Learn & Teach,Tutorial,Splunk,English
Splunk Fundamentals 1,https://www.splunk.com/en_us/training/free-courses/splunk-fundamentals-1.html,"This course discusses how to use search and navigate functions in Splunk, use fields, get statistics from your data, create reports, dashboards, lookups, and alerts. Scenario-based examples and hands-on challenges will enable you to create robust searches, reports, and charts. You will also be introduced to Splunk’s datasets features and Pivot interface.",Splunk,Learn & Teach,Tutorial,Splunk,English
Splunk Infrastructure Overview,https://www.splunk.com/en_us/training/free-courses/splunk-infastructure-overview.html,"This self-paced course gives users an overview of the Splunk Enterprise infrastructure. Users get a high-level look at how to grow a Splunk deployment from a single instance to a distributed environment. The course provides tips and best practices for deploying, extending and integrating Splunk and highlights what is happening behind the scenes.",Splunk,Learn & Teach,Tutorial,Splunk,English
Splunk Training + Certification,https://www.splunk.com/en_us/training.html?sort=Newest,Resources aimed at providing training and associated technology certifications.,Splunk,Learn & Teach,Certification,Splunk,English
SQL Cheat Sheet,https://www.sqltutorial.org/sql-cheat-sheet/,The SQL cheat sheet provides you with the most commonly used SQL statements for your reference.,SQL Tutorial,Learn & Teach,"Tutorial,Research Guide","Math Fundamentals,Data Science Careers",English
SQL Tutorial,https://www.w3schools.com/sql/,"SQL is a standard language for storing, manipulating and retrieving data in databases. This SQL tutorial will teach you how to use SQL in: MySQL, SQL Server, MS Access, Oracle, Sybase, Informix, Postgres, and other database systems.",W3Schools,Learn & Teach,Tutorial,"SQL,Coding,Database Management",English
Stanford CS224n — Natural Language Processing with Deep Learning,https://www.youtube.com/playlist?list=PL3FW7Lu3i5Jsnh1rnUwq_TcylNr7EkRe6,Natural Language Processing class as taught and recorded at Stanford University in Winter 2017.,"Stanford University,Chris Manning,Richard Socher",Learn & Teach,"Video,Course","Machine Learning,Natural Language Processing (NLP)",English
Stanford CS231n — Convolutional Neural Networks for Visual Recognition,https://www.youtube.com/watch?v=g-PvXUjD6qg&list=PLlJy-eBtNFt6EuMxFYRiNRS07MCWN5UIA,Stanford CS231n class recorded in Winter 2016 teaching concepts of neural nets for visual recognition.,"Stanford University,Hao Du",Learn & Teach,"Video,Course",Machine Learning,English
Stanford Large Network Dataset Collection,http://snap.stanford.edu/data/#,Explore free datasets offered by Stanford University!,Stanford University,Research & Practice,Dataset,Data Analysis,English
State of Open Data Report 2022,https://www.springernature.com/gp/researchers/campaigns/state-of-open-data?sap-outbound-id=D95EA4123E9CE8A7A4B40A222563F5BC64CD9751&utm_source=hybris-automated&utm_medium=email&utm_campaign=000_MPN0405_0000022704_CONR_RSDAT_SUVY_GL_PCOM_SoOD_OAX22-SPR&utm_content=EN_internal_42988_20220714&mkt-key=42010A0D55441EEC93DE208E94B99A43,"Springer Nature's survey report provides an overview of 5,400 responses from the global research community and examines attitudes and experiences of researchers working with open data.",Springer Nature,Research & Practice,Article or Journal,"Data Analysis,Big Data",English
Statistics and Data Science for Teachers,https://www.amstat.org/docs/default-source/amstat-documents/SDSTeacherBook-highres.pdf,"Teachers need to understand the statistics they must teach according to current state standards and be familiar with appropriate methods and technologies for teaching statistics and data science. Unfortunately, teachers have been given little opportunity to learn statistics in their training programs.","Anna Baragagliotti,Christine Franklin",Learn & Teach,Curriculum,"Math Fundamentals,Statistics",English
StatPrep,http://www.statprep.org/,Statistics is fundamentally about data; StatPREP is fundamentally about helping instructors teach with data. We work with college instructors who want to teach statistics with a modern pedagogy and with a direct emphasis on real data wrangling and visualization techniques.,StatPREP,Learn & Teach,"Curriculum,Video","Data Science Basics,Data Analysis,Data Modeling,Math Fundamentals,Statistics",English
STEAM Ahead with Resilience: Dear Accountant Podcast Episode,https://dearaccountant.libsyn.com/s3-e8-how-women-can-succeed-in-male-dominated-industries,"Talk about the topic on STEAM (Science, Technology, Engineering, Accounting and Math) ahead with resilience with Northeast Big Data Innovation Hub Executive Director Florence Hudson. ","Florence Hudson,Cecilia Leung",Network & Explore,Podcast,"Data Science Careers,Diversity",English
Stellar Peers,https://stellarpeers.com/,Practice product management mock interviews at any time from anywhere.,Stellar Peers,Network & Explore,Career Resources,"Data Science Careers,Data Analysis",English
STEM Career Awareness Curriculum for Deaf and Hard of Hearing Students,https://deaftec.org/projects-programs/curricula/stem-career-awareness-curriculum/,DeafTEC™ is proud to share the STEM Awareness Curriculum guiding the teachers and students toward learning more about/pursuing STEM careers,DeafTec,Learn & Teach,"Curriculum,Career Resources","Data Science Careers,Accessibility & Data Science,Diversity","English,American Sign Language"
STEM Coding YouTube Channel,https://www.youtube.com/STEMcoding,"Learn about coding, video games, science and more! No coding experience necessary! Subscribe to get notifications about new videos!",STEMCoding,Learn & Teach,Video,"Data Science Basics,Coding",English
STEM Pedagogy Materials for Accessibility,https://hsistemhub.org/stem-pedagogy/#ACCESSIBILITY,"This page offers a repository of open-access resources for teaching, learning, and faculty development for both community colleges and four-year universities.",HSI STEM Resource Hub,Learn & Teach,"Accessibility Resources,Curriculum","Data Science Basics,Diversity,Accessibility & Data Science",English
Streams of Data Lesson Plans & Supporting Materials,https://www.americangeosciences.org/streams-of-data,Free lesson plans for a five-day sequence about rivers and flooding. The goal of these lessons is to support development of analytical thinking skills around authentic science data.,American Geosciences Institute,Learn & Teach,Curriculum,"Water,Data Science Basics,Climate Change & Environment",English
Study Notes of Udacity A/B Testing,https://nancyyanyu.github.io/posts/17c5bb19/,"A/B testing is a methodology for testing product changes. You split your users to two groups - the control group which sees the default feature, and an experimental group that sees the new features.",Nancy Yan,Learn & Teach,Article or Journal,A/B Testing,English
Supervised Machine Learning by Andrew Ng,https://www.coursera.org/learn/machine-learning,Build machine learning models in Python using popular machine learning libraries NumPy & scikit-learn.,Andrew Ng,Learn & Teach,"Course,Video",Machine Learning,English
"Supervised Machine Learning, with Tomislav Galjanic",https://nebigdatahub.org/nsdc/nsdc-video-library/#supervised,Learn the key concepts of supervised machine learning,Northeast Big Data Innovation Hub (NEBDHub),Learn & Teach,"Video,Course",Machine Learning,English
SWE Career Center,https://careers.swe.org/?_gl=1*4pinc9*_ga*MTkzMDcyMjYzOS4xNjQzODQzNjU5*_ga_KCQQGFW5SB*MTY0Mzg0MzY1OC4xLjEuMTY0Mzg0MzY3MS4w,The SWE Career Center is the premier electronic recruitment resource for leading companies in the engineering and technology field,Society for Women Engineers (SWE),Network & Explore,Career Resources,"Data Science Careers,Diversity",English
Swirl,https://swirlstats.com/,"Swirl teaches you R programming and data science interactively, at your own pace, and right in the R console!
",Swirl,Learn & Teach,Tutorial,"R,Coding",English
